Dataset,Scene Id ,Nav. algorithm,Robot,Pedestrian Collisions,Environment Collisions,Timeouts,Min. Distance Exceeded,Path Lenght,Time 2 Goal,Minimum distance to person,Avg. Speed,Path Irregularity
seq_hotel,4,unaware,turtlebot2,0,0,0,0,9.189018046286654,18.444999999999993,0.7207281998014957,0.4981847680285528,6.188253260409999
seq_hotel,4,sacadrl,turtlebot2,1,0,0,0,3.3616224300100708,18.47200000000001,0.37086411832334515,0.18198475692995178,2.4448577548605623
seq_hotel,5,unaware,turtlebot2,0,0,0,0,9.674406987444726,19.423000000000002,0.5636524715567082,0.4980902531763747,6.221231795364183
seq_hotel,5,unaware,turtlebot2,0,0,0,0,9.674406987444726,19.423000000000002,0.5636524715567082,0.4980902531763747,6.221231795364183
seq_hotel,5,sacadrl,turtlebot2,1,0,0,0,4.678960326563903,19.40900000000002,0.4261961436028688,0.2410716846083723,3.1002838354103153
seq_hotel,6,unaware,turtlebot2,2,0,0,0,7.824910854595019,15.778999999999996,0.41402565800344004,0.49590663886146275,6.131543094877153
seq_hotel,6,rvo,turtlebot2,1,0,0,0,10.04922352715343,39.119,0.4482069062765875,0.25688855868384747,4.56942279921528
seq_hotel,6,sacadrl,turtlebot2,3,0,0,0,11.441990200460458,58.66399999999999,0.4336978469669718,0.19504278945282388,2.9542645283718483
seq_hotel,7,unaware,turtlebot2,1,0,0,0,10.092902862917871,20.25199999999998,0.4308501301926446,0.4983657348863263,0.19228176920234433
seq_hotel,7,rvo,turtlebot2,2,0,0,0,9.966308944408356,49.90799999999999,0.41117195339492596,0.19969361514002482,1.8414171718116512
seq_hotel,7,rvo,turtlebot2,2,0,0,0,9.966308944408356,49.90799999999999,0.41117195339492596,0.19969361514002482,1.8414171718116512
seq_hotel,8,unaware,turtlebot2,4,0,0,0,13.052993969212276,26.169999999999987,0.4118985655851912,0.4987769953844968,0.12205103064160552
seq_hotel,8,rvo,turtlebot2,3,0,0,0,13.893207105802759,37.05599999999998,0.41117675366875445,0.37492463044588636,1.4217012471558856
seq_hotel,8,sacadrl,turtlebot2,4,0,0,0,12.41807104561642,60.44800000000001,0.41213869809043413,0.205433943978567,2.6068180813104975
seq_hotel,9,unaware,turtlebot2,11,0,0,0,14.923110967641067,29.913999999999987,0.38126394090750615,0.4988671179929489,6.198061197278915
seq_hotel,9,rvo,turtlebot2,6,0,0,0,17.68911865443375,58.54399999999998,0.4244949559104288,0.3021508379071084,2.3955443966760948
seq_hotel,9,sacadrl,turtlebot2,0,0,0,0,9.754700224774377,85.666,0.469348229299429,0.11386898214897832,2.262243078798461
seq_hotel,10,unaware,turtlebot2,1,0,0,0,7.507161179317004,15.087999999999994,0.4348699366980598,0.4975584026588684,6.22365271240505
seq_hotel,10,unaware,turtlebot2,1,0,0,0,7.507161179317004,15.087999999999994,0.4348699366980598,0.4975584026588684,6.22365271240505
seq_hotel,10,sacadrl,turtlebot2,1,0,0,0,3.1385626777478346,15.058999999999997,0.3631388885885314,0.20841773542385517,3.8118246626211674
seq_hotel,11,unaware,turtlebot2,2,0,0,0,9.921111465710466,20.236999999999995,0.3350883564907018,0.49024615633297763,0.12010063582315778
seq_hotel,11,rvo,turtlebot2,1,0,0,0,9.33395688545163,27.161,0.3845591980688216,0.34365291725089764,4.273994951501564
seq_hotel,11,rvo,turtlebot2,1,0,0,0,9.33395688545163,27.161,0.3845591980688216,0.34365291725089764,4.273994951501564
seq_hotel,12,unaware,turtlebot2,1,0,0,0,10.085074211162606,20.24600000000001,0.31714601881763355,0.4981267515145017,6.184773254414103
seq_hotel,12,rvo,turtlebot2,0,0,0,0,11.108410688459864,26.72200000000001,0.5603277157921206,0.41570281747099247,5.915177496476056
seq_hotel,12,sacadrl,turtlebot2,0,0,0,0,10.795656348647766,63.32500000000002,0.6207469592182746,0.1704801634212043,3.4164527546114476
seq_hotel,13,unaware,turtlebot2,1,0,0,0,10.995164346656498,22.25799999999998,0.4341737955639021,0.49398707640652834,0.12707265251321956
seq_hotel,13,unaware,turtlebot2,1,0,0,0,10.995164346656498,22.25799999999998,0.4341737955639021,0.49398707640652834,0.12707265251321956
seq_hotel,13,sacadrl,turtlebot2,1,0,0,0,4.217688295983251,22.116000000000014,0.43259879841969207,0.19070755543422177,1.8071958092934512
seq_hotel,14,unaware,turtlebot2,4,0,0,0,11.928807397352314,24.095,0.3616061160291402,0.4950739737436113,6.165088372432637
seq_hotel,14,rvo,turtlebot2,1,0,0,0,10.530886811570491,25.754999999999995,0.43655093103179954,0.408887082569229,4.325406483603554
seq_hotel,14,rvo,turtlebot2,1,0,0,0,10.530886811570491,25.754999999999995,0.43655093103179954,0.408887082569229,4.325406483603554
