Dataset,Scene Id ,Nav. algorithm,Robot,Pedestrian Collisions,Environment Collisions,Timeouts,Min. Distance Exceeded,Path Lenght,Time 2 Goal,Minimum distance to person,Avg. Speed,Path Irregularity
seq_hotel,2,sf,turtlebot2,2,0,0,0,10.855240822945392,21.807999999999993,0.4296012346231063,0.49776416099346094,6.223267515152097
seq_hotel,2,rvo,turtlebot2,2,0,0,0,10.873683468289167,22.817000000000007,0.4353486620310128,0.4765606113112663,6.192890792693116
seq_hotel,2,sacadrl,turtlebot2,2,0,0,0,20.422031107104328,81.577,0.42220144297846646,0.2503405507324899,2.9696554307927236
seq_hotel,3,unaware,turtlebot2,3,0,0,0,10.81896029510072,21.706999999999994,0.2783338897681064,0.4984088218132733,6.223406835844192
seq_hotel,3,sf,turtlebot2,3,0,0,0,10.840172493505635,21.807999999999993,0.27833306270421365,0.4970732067821735,1.479367018936524
seq_hotel,3,rvo,turtlebot2,2,0,0,0,19.00055058837853,63.303,0.27833306270421365,0.30015245072711455,1.5492974934499857
seq_hotel,3,sacadrl,turtlebot2,1,0,0,0,19.32820945894892,83.19200000000001,0.27832369537041846,0.23233254951135826,2.1723858832962812
seq_hotel,4,unaware,turtlebot2,1,0,0,0,9.907349413967584,19.889999999999986,0.40847436715081603,0.4981070595257713,6.187874233709237
seq_hotel,4,sf,turtlebot2,2,0,0,0,12.348886187512445,40.48599999999999,0.3923285422098634,0.30501620776348487,2.357767640688611
seq_hotel,4,rvo,turtlebot2,0,0,0,0,14.090609549133346,63.202,0.5149461543814113,0.22294562749807514,5.306410309925616
seq_hotel,4,sacadrl,turtlebot2,2,0,0,0,20.809958219607857,83.596,0.4189512776538205,0.2489348559692791,3.1859244580583055
seq_hotel,5,unaware,turtlebot2,0,0,0,0,9.857942950319579,19.788999999999987,0.6941306093019801,0.4981526580584964,6.220615745357888
seq_hotel,5,sf,turtlebot2,0,0,0,0,9.85455020374064,19.889999999999986,0.6964287738487537,0.4954524989311537,4.386923127980393
seq_hotel,5,rvo,turtlebot2,1,0,0,0,10.607434063880364,25.139999999999986,0.4439142675480222,0.421934529191741,3.151957234559922
seq_hotel,5,sacadrl,turtlebot2,0,0,0,0,16.972860448236574,85.11099999999999,0.5696475601770264,0.19942029171595418,4.384228875696649
seq_hotel,6,unaware,turtlebot2,3,0,0,0,7.836904923690788,15.75,0.4164066375090303,0.49758126499624056,6.213762900308524
seq_hotel,6,sf,turtlebot2,3,0,0,0,7.878727394104361,15.850999999999999,0.4265223535587859,0.4970492331149052,6.175083658266807
seq_hotel,6,rvo,turtlebot2,3,0,0,0,8.759650544723584,20.697000000000003,0.41730613129873617,0.42323286199563137,5.906385962246397
seq_hotel,6,sacadrl,turtlebot2,1,0,0,0,28.34027494270409,135.90200000000002,0.44757191726668877,0.20853464218851886,3.5739951174165014
seq_hotel,7,unaware,turtlebot2,2,0,0,0,10.061581372267627,20.192000000000007,0.40586930030914936,0.4982954324617484,0.12976229160550848
seq_hotel,7,sf,turtlebot2,1,0,0,0,10.032285400699067,20.192000000000007,0.4428819837049257,0.4968445622374734,0.08361691283285697
seq_hotel,7,rvo,turtlebot2,2,0,0,0,10.05964758343869,20.192000000000007,0.4327975392389265,0.4981996624127717,0.11594910097850519
seq_hotel,7,sacadrl,turtlebot2,7,0,1,0,30.498437597665767,159.93999999999997,0.4118887481592295,0.19068674251385379,3.4130061294031147
seq_hotel,8,unaware,turtlebot2,4,0,0,0,13.03698368079329,26.149,0.408012515692605,0.4985652866569769,0.12163959710798149
seq_hotel,8,sf,turtlebot2,3,0,0,0,12.99075862604331,26.149,0.4305210953860666,0.4967975305381968,0.06578755752799949
seq_hotel,8,rvo,turtlebot2,2,0,0,0,16.145242551669487,48.764999999999986,0.40847157677378265,0.3310825910318772,2.4695965980224495
seq_hotel,8,sacadrl,turtlebot2,2,0,1,0,25.643940760800866,159.93999999999997,0.4182885781136076,0.16033475528823854,3.70058785763341
seq_hotel,9,unaware,turtlebot2,11,0,0,0,14.891425776431449,29.98599999999999,0.41205736212936606,0.49661261176653954,6.197602269268858
seq_hotel,9,sf,turtlebot2,9,0,0,0,14.888735082311957,29.88499999999999,0.414067708463212,0.49820093967916884,5.208747571202757
seq_hotel,9,rvo,turtlebot2,9,0,0,0,22.13964188263908,66.13,0.41579423717733305,0.3347896852054904,4.0072839521619565
seq_hotel,9,sacadrl,turtlebot2,2,0,1,0,26.89324255591546,159.93999999999997,0.4264786953702694,0.16814582065721811,4.146951436357253
seq_hotel,10,unaware,turtlebot2,1,0,0,0,9.806478818037263,19.687999999999988,0.4131861086645034,0.49809421058702097,6.220667836084686
seq_hotel,10,sf,turtlebot2,1,0,0,0,9.861694191771978,19.889999999999986,0.3771256890468389,0.49581167379446883,4.35038064971518
seq_hotel,10,rvo,turtlebot2,1,0,0,0,24.908014510425158,66.53399999999999,0.4470763075288326,0.3743652044131596,2.311458696757382
seq_hotel,10,sacadrl,turtlebot2,1,0,0,0,16.88389088937567,69.76499999999999,0.41150002970977856,0.24201090646277754,2.4399848575220937
seq_hotel,11,unaware,turtlebot2,1,0,0,0,9.909050112328389,19.889999999999986,0.42270295851781553,0.4981925647223929,0.11960951395964843
seq_hotel,11,sf,turtlebot2,1,0,0,0,10.01260359765988,23.322000000000003,0.42525271404768433,0.42932010966726175,1.8436532762837725
seq_hotel,11,rvo,turtlebot2,0,0,0,0,13.29739725493222,33.923,0.6131929396746075,0.39198765601309493,3.2876446815946965
seq_hotel,11,sacadrl,turtlebot2,0,0,1,0,6.149875473450788,159.93999999999997,0.48235982849179104,0.03845114088690002,4.310544679834235
seq_hotel,12,unaware,turtlebot2,0,0,0,0,10.061972821897523,20.192000000000007,0.601695288738831,0.4983148188340689,6.184758592957495
seq_hotel,12,sf,turtlebot2,1,0,0,0,10.032410093036356,20.192000000000007,0.4308115149303001,0.49685073757113474,6.264772132313517
seq_hotel,12,rvo,turtlebot2,0,0,0,0,10.059710703085853,20.192000000000007,0.5736643141111127,0.4982027883857889,6.1970874903308095
seq_hotel,12,sacadrl,turtlebot2,1,0,0,0,28.015128732296755,140.85099999999997,0.442028067690046,0.1988990403497083,3.3616858222200214
seq_hotel,13,unaware,turtlebot2,0,0,0,0,11.069664086429132,22.21199999999999,1.289948513494034,0.49836413138975044,0.09837496621542782
seq_hotel,13,sf,turtlebot2,0,0,0,0,11.013981899168241,22.21199999999999,1.1752232268932878,0.4958572798112843,1.426603321434173
seq_hotel,13,rvo,turtlebot2,0,0,0,0,11.067531639822649,22.21199999999999,1.25332467750158,0.49826812713049945,0.11387983493317029
seq_hotel,13,sacadrl,turtlebot2,3,0,0,0,22.673146729073288,89.654,0.420054723271144,0.2528960975424776,2.3554495390772594
seq_hotel,14,unaware,turtlebot2,1,0,0,0,11.930651305998955,23.927999999999997,0.42661680132979846,0.4986062899531493,6.16435846197957
seq_hotel,14,sf,turtlebot2,2,0,0,0,11.901788218544654,23.927999999999997,0.3989261039868245,0.49740004256706183,6.188633560987557
seq_hotel,14,rvo,turtlebot2,1,0,0,0,13.406055153109534,32.40899999999999,0.4277044965822593,0.4136522309577444,5.853813199984007
seq_hotel,14,sacadrl,turtlebot2,2,0,0,0,22.808934884492807,113.88499999999999,0.40028657756453806,0.20028041343893233,2.670332720220292
